1001,Bagmati,0
1002,Janakpur,0
1003,Narayani,0
1004,Koshi,0
1005,Mechi,0
1006,Sagarmatha,0
1007,Mahakali,0
1008,Seti,0
1009,Bheri,0
1010,Karnali,0
1011,Rapti,0
1012,Dhaulagiri,0
1013,Gandaki,0
1014,Lumbini,0
1101,Province No. 1,1
1102,Province No. 2,1
1103,Bagmati,1
1104,Gandaki,1
1105,Lumbini,1
1106,Karnali,1
1107,Sudurpashchim,1
